acc_name,create_at,full_text,retweet_count,fav_count,follower_count
AAmlove_b2st,2020-05-22 08:59:00,ทุกคนต้องระวังตัวกันดีๆนะคะโรคยังอยู่และวัคซีนก็ยังไม่มีไม่อยากให้ทุกคนหลุดการดูแลตัวเองนะคะระวังกันด้วยนะคะ COVID-19 @kristtps @krist_est #คริสสิงโต #KristPerawat,0,0,1178
watcharaboon191,2020-05-22 08:58:52,"สร้างรายได้วันละ 1,000 - 3,000บาท/วัน
ไม่ต้องเสี่ยง! ไม่ต้องรอเงินเยียวยา Covid-19

พิมว่าสนใจมาทางอินบ๊อกได้เลยจ้า

** ทำการตลาดให้ fingo app
- ไม่จำกัดเพศ
- ใช้สมาร์ทโฟน หรือ คอมพิวเตอร์
- เล่นโซเชียลเน็ตเวิร์ค เช่น FB,LIN ",0,0,2
Prasong_lert,2020-05-22 08:58:50,"ทูตไทยกรุงวอชิงตันเผยคนไทยติดโควิดตายในสหรัฐ 12 ราย- คาด พ.ค.ส่งกลับ 1,548 คน ",0,0,25781
Thailandplus1,2020-05-22 08:58:42,"กฟผ. จัดตั้งตู้ปันสุข ทั่วประเทศ ช่วยเหลือคนไทย สู้ COVID-19 
",0,0,92
nannei_ch,2020-05-22 08:58:29,ท้อแท้มาก ส่งเคส 3 เคส ประวัติเครดิตลูกค้าใสๆ แต่จบไม่ได้ ด้วยอาชีพของลูกค้าเป็นอาชีพอิสระ CK ให้เหตุผลว่า ด้วยสถานะการณ์Covid-19 กูล่ะงึด,0,1,248
PHANGNNGA,2020-05-22 08:52:01,สพป.พังงา ลงพื้นที่ตรวจเยี่ยมครูและนักเรียนทดลองจัดการเรียนรู้ในสถานการณ์ COVID-19 ,0,0,6
42Kaew,2020-05-22 08:50:49,ออกข้อสอบให้กูรักษาคนไข้ covid-19 ร่วมกับมี RDS อะไรอะอิสัสกูแบบในชีทคือไม่เคยสอนนะว่าให้รักษายังไงบ้างบอกแบบรวมๆว่าต้องทำแบบนี้อิเวงแล้วเพิ่มโควิดอีกเหี้ยไรเนี่ย ใส่ชุด PPE ละกันกูไม่คิดไรละปวดหัว ประสาทแดก,0,0,254
a_ramjj,2020-05-22 08:48:39,Covid Hero : ดูชีวิตหมู่บ้านคนพม่า ฝ่าวิกฤติโควิด ,0,0,37
brandinsideasia,2020-05-22 08:47:05,จีนงดเผยเป้า GDP เป็นครั้งแรกในรอบ 30 ปี จากพิษของ COVID-19 แย้มเตรียมกระตุ้นเศรษฐกิจชุดใหญ่ ,4,0,23092
brandinsideasia,2020-05-22 08:47:03,Wisesight เปิดอินไซท์โซเชียล มาตรการช่วยเหลือจากธนาคารในช่วง COVID-19 ,0,1,23092
ssmailly,2020-05-22 08:45:33,ด้วยสถานการณ์ Covid-19 เซฟตัวเอง และช่วยเซฟ #bbrightvc #winmetawin ด้วยน่า เราคงไม่อยากเห็นเค้าไม่สบายหรอกเนอะ ,0,2,27
atnthought,2020-05-22 08:40:58,ฉันอยู่ในรุ่น covid-19,2,2,135
dohyonmommies,2020-05-22 08:40:36,อืมมมม ถ้า @POCKETDOLZ ยังคงยืนยันจะจัดแฟนไซน์แบบนี้ ในสถานการณ์ Covid-19 อยู่ ก็จะเจอบ้านต่างๆ ไม่เอาด้วยแน่นอน ช่วยเห็นแก่ความปลอดภัยของชีวิตศิลปินด้วย ได้โปรด  ฉันไม่อยากเห็นคนที่รักน้องต้องจำใจปล่อยมือน้องอีกแล้วอ่ะ  ,2,2,40
JSeedara,2020-05-22 08:39:46,สถานการณ์ดีขึ้นก็ไม่ได้หมายความโรคนี้จะหมดไปนะคะ อย่าลืมทำตามที่กรมควบคุมโรคแนะนำให้ติดเป็นนิสัย #Covid_19 ,0,1,2
Paknine1,2020-05-22 08:37:35,#รัฐบาลส้นตีน #Covid_19 การขยาย พรก.อีก1เดือนเพื่ออะไร รัฐบาลต้องทบทวน ทุกวันนี้เศรษฐกิจตกต่ำ มากที่สุด ยิ่งกว่าปี40อีก ประชาชน จะอยู่อย่างไร เมื่อธุรกิจการค้าขายทำอะไรก็ไม่ได้ การจับจ่ายใช้สอยของประชาชน ลดลง เพราะไม่มีเงิน มีทางเดียว ต้องยกเลิก พรก.โดยด่วน เห็นด้วยช่วยรีทวีตครับ ,31,10,6
KnMatee,2020-05-22 08:34:56,ในความโชคร้ายเรื่อง. COVID หนึ่งความโชคดีก็คือ เราแฮปปี้กับงานที่ทำอยู่ตอนนี้มาก มีความสุข สนุกที่ได้ตามงาน สนุกที่ได้ Present  มันคือโคตรดี .. ในอนาคตเราก็ยังไม่รู้ว่าจะชอบมันไหม .. แต่ตอนนี้เราไม่เครียดเรื่องงานก็พอ ️️️,0,0,112
yodfa101,2020-05-22 08:33:58,คุณจันทนี ธนรักษ์ ผู้ช่วยราชเลขานุการในพระองค์ พระบาทสมเด็จพระเจ้าอยู่หัว เชิญหน้ากากผ้าฝีพระหัตถ์ สมเด็จพระนางเจ้าฯ พระบรมราชินี พระราชทานแก่นายกรัฐมนตรี และภริยา พร้อมด้วยคณะแพทย์ศูนย์บริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) ,0,0,37
_yeolhae,2020-05-22 08:27:39,Covid Hero : ดูชีวิตหมู่บ้านคนพม่า ฝ่าวิกฤติโควิด ,0,0,176
UTaLiew,2020-05-22 08:26:34,"ออกจากบ้านใส่หน้ากากกันด้วยนะค้าบ
#Covid_19 ",0,0,19
TagMigMedTilTH,2020-05-22 08:22:57,"หน่วยงานดูแลสังคมของอิตาลี (INPS)สำรวจทั้งสถิติของโคโรนาอย่างเป็นทางการและสถิติการเสียชีวิตโดยรวมของประเทศตั้งแต่เดือนมีนาคมถึงเมษายน

ในสองเดือนมีผู้เสียชีวิต 27,938 รายที่เกี่ยวข้องกับ covid-19

ในช่วงเวลาเดียวกันมีผู้เสียชีวิต 156,429 รายในประเทศ (1)",0,1,84
VinittornTwit,2020-05-22 08:18:22,Wisesight เปิดอินไซท์โซเชียล มาตรการช่วยเหลือจากธนาคารในช่วง COVID-19 ,0,0,209
varietyetc,2020-05-22 08:17:46,เจาะลึก! นศ.บริหารธุรกิจ ศรีปทุม พลิกวิกฤต Covid-19 สร้างโมเดลธุรกิจใหม่ช่วยชุมชนบ้านเกิด ,0,0,179
Thailandplus1,2020-05-22 08:16:40,"รายงานข่าวกรณีโรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) ประจำวันที่ 22 พฤษภาคม 2563 
",0,0,92
NewsNetworkss,2020-05-22 08:15:16,"WinNews : ""ตู้ธารน้ำใจ"" หน้า อบจ.อุดรธานี ผู้ให้หลั่งไหลร่วมแบ่งปันต่อเนื่อง 

►""ตู้ธารน้ำใจ สู้ภัย COVID-19"" หน้า อบจ.อุดรธานี ประชาชนต่อแถวรับสิ่งของคึกคัก ส่วนผู้ให้ก็หลั่งไหลร่... ",9,10,5157
